sale_id,sale_date,quantity,discount_pct,revenue,product_name,category,unit_cost,unit_price,store_name,region_name,customer_name,signup_date
6379,2023-09-14,2,0.0,169.04,Laptop Stand,Electronics,62.98,84.52,Store #001,Southwest,Vanessa Bell,2023-08-13
6380,2024-09-27,1,0.0,62.21,Vacuum Cleaner,Home & Kitchen,31.42,62.21,Store #003,Midwest,Henry Rivera,2025-04-02
6381,2023-06-16,1,0.0,176.04,Hair Dryer,Beauty,110.45,176.04,Store #005,West,Rebecca Duncan,2024-09-06
6382,2023-06-14,1,0.0,297.41,Dumbbell Set,Sports,144.37,297.41,Store #017,Southwest,Ethan Terrell,2026-05-19
6383,2024-12-07,1,0.0,14.86,Running Shoes,Apparel,6.92,14.86,Store #016,Southeast,Sandra Roberts,2026-04-30
6384,2024-10-08,2,0.15,197.17,Shampoo,Beauty,87.32,115.98,Store #012,Midwest,Julie Graham,2024-08-31
6385,2023-12-15,1,0.0,84.52,Laptop Stand,Electronics,62.98,84.52,Store #014,Southeast,Justin Ballard,2024-09-09
6386,2024-06-08,1,0.0,176.75,Hoodie,Apparel,103.64,176.75,Store #013,West,Ashley Saunders,2025-12-22
6387,2023-06-21,2,0.15,84.64,Coffee Maker,Home & Kitchen,30.14,49.79,Store #007,Midwest,Katie Williams,2025-12-31
6388,2024-10-14,2,0.0,285.5,Winter Jacket,Apparel,86.68,142.75,Store #016,Southeast,Kelly Gray,2023-08-15
6389,2024-08-23,2,0.0,264.2,Cotton T-Shirt,Apparel,60.46,132.1,Store #003,Midwest,Zachary Lopez,2023-09-14
6390,2023-08-21,1,0.0,49.79,Coffee Maker,Home & Kitchen,30.14,49.79,Store #016,Southeast,Michael Price,2026-02-26
6391,2024-04-13,1,0.1,89.21,Face Moisturizer,Beauty,66.65,99.12,Store #013,West,Michael Jones,2025-12-17
6392,2024-10-19,1,0.0,297.41,Dumbbell Set,Sports,144.37,297.41,Store #012,Midwest,Rachael Mcgee,2025-10-31
6393,2023-02-12,2,0.0,264.2,Cotton T-Shirt,Apparel,60.46,132.1,Store #002,West,Ronald Parrish,2026-02-22
6394,2023-07-12,1,0.0,216.73,Perfume,Beauty,127.13,216.73,Store #001,Southwest,Christopher Castillo Jr.,2024-04-24
6395,2023-12-22,1,0.0,11.04,Blender,Home & Kitchen,7.32,11.04,Store #012,Midwest,Sarah Evans MD,2024-11-21
6396,2023-12-13,1,0.0,195.36,Bike Helmet,Sports,90.08,195.36,Store #001,Southwest,Ethan Rodriguez,2024-10-04
6397,2023-11-19,2,0.0,310.28,Yoga Mat,Sports,87.71,155.14,Store #003,Midwest,Frank Proctor,2025-10-29
6398,2023-04-09,1,0.0,176.75,Hoodie,Apparel,103.64,176.75,Store #020,Southwest,Ashley Simmons,2024-09-25
6399,2024-07-28,2,0.0,29.72,Running Shoes,Apparel,6.92,14.86,Store #004,West,Heather Donovan,2025-05-18
6400,2023-05-20,1,0.0,220.67,USB-C Hub,Electronics,146.19,220.67,Store #016,Southeast,Louis Carpenter,2023-11-16
6401,2024-07-20,1,0.0,155.14,Yoga Mat,Sports,87.71,155.14,Store #018,West,Andrea Forbes,2024-05-25
6402,2023-12-26,3,0.0,229.5,Air Fryer,Home & Kitchen,39.95,76.5,Store #002,West,Tiffany Reed,2026-01-27
6403,2024-10-15,1,0.0,176.04,Hair Dryer,Beauty,110.45,176.04,Store #011,Southwest,Penny Conner,2024-01-21
6404,2023-11-16,1,0.0,122.39,Wireless Earbuds,Electronics,93.69,122.39,Store #014,Southeast,Amy Reynolds,2024-08-15
6405,2023-02-09,1,0.0,191.56,Cookware Set,Home & Kitchen,93.45,191.56,Store #004,West,Stephen Jones,2024-10-30
6406,2023-11-04,4,0.0,528.4,Cotton T-Shirt,Apparel,60.46,132.1,Store #005,West,Sheila Anderson,2024-05-20
6407,2023-09-22,1,0.0,144.03,Resistance Bands,Sports,93.02,144.03,Store #013,West,Daniel English,2024-02-18
6408,2023-10-15,1,0.15,71.84,Laptop Stand,Electronics,62.98,84.52,Store #011,Southwest,Ashley Pierce,2026-05-12
6409,2024-02-26,2,0.0,310.28,Yoga Mat,Sports,87.71,155.14,Store #003,Midwest,Zachary Lopez,2023-09-14
6410,2024-06-27,1,0.1,135.66,Denim Jeans,Apparel,72.68,150.73,Store #012,Midwest,Vanessa Villanueva,2023-08-28
6411,2024-05-25,1,0.0,144.03,Resistance Bands,Sports,93.02,144.03,Store #010,West,Patty White MD,2026-03-08
6412,2023-11-04,2,0.0,169.04,Laptop Stand,Electronics,62.98,84.52,Store #001,Southwest,Brittany Rivera,2023-10-18
6413,2023-12-03,1,0.0,202.43,Water Bottle,Sports,113.36,202.43,Store #005,West,Terri Hill,2024-11-16
6414,2024-06-21,1,0.0,150.73,Denim Jeans,Apparel,72.68,150.73,Store #020,Southwest,Eric Walker,2024-04-12
6415,2023-04-13,1,0.0,49.79,Coffee Maker,Home & Kitchen,30.14,49.79,Store #012,Midwest,Jonathan Booker,2023-10-08
6416,2023-04-08,1,0.15,65.02,Air Fryer,Home & Kitchen,39.95,76.5,Store #009,Midwest,John Hernandez Jr.,2023-10-11
6417,2023-12-04,1,0.0,14.78,Bluetooth Speaker,Electronics,8.34,14.78,Store #006,Southeast,Brianna Williams,2024-06-07
6418,2023-08-06,1,0.0,115.98,Shampoo,Beauty,87.32,115.98,Store #019,Northeast,Kyle Bailey,2024-10-16
6419,2023-03-22,1,0.0,84.52,Laptop Stand,Electronics,62.98,84.52,Store #008,Midwest,Brandi Johnson,2025-02-17
6420,2023-10-11,1,0.0,176.75,Hoodie,Apparel,103.64,176.75,Store #010,West,Stephanie Underwood,2025-10-07
6421,2024-07-17,1,0.0,33.68,Smartwatch,Electronics,18.14,33.68,Store #018,West,Sara Nguyen,2024-06-07
6422,2023-03-23,1,0.15,71.84,Laptop Stand,Electronics,62.98,84.52,Store #018,West,Mr. Kenneth Ware,2023-10-20
6423,2024-08-14,1,0.1,172.4,Cookware Set,Home & Kitchen,93.45,191.56,Store #018,West,Peter Rasmussen,2024-04-23
6424,2024-07-19,1,0.0,150.73,Denim Jeans,Apparel,72.68,150.73,Store #010,West,Nicholas Stark,2025-06-04
6425,2024-02-18,1,0.0,220.67,USB-C Hub,Electronics,146.19,220.67,Store #002,West,Christopher Walker,2025-05-26
6426,2024-03-06,2,0.0,264.2,Cotton T-Shirt,Apparel,60.46,132.1,Store #003,Midwest,Mark Wyatt,2024-01-31
6427,2023-12-02,1,0.0,11.04,Blender,Home & Kitchen,7.32,11.04,Store #005,West,Lori Hickman,2024-09-18
6428,2023-04-07,2,0.1,316.87,Hair Dryer,Beauty,110.45,176.04,Store #019,Northeast,Rebecca Alexander,2023-10-20
6429,2023-04-20,4,0.0,528.4,Cotton T-Shirt,Apparel,60.46,132.1,Store #016,Southeast,Audrey Roach,2026-05-26
6430,2024-04-25,1,0.0,195.36,Bike Helmet,Sports,90.08,195.36,Store #012,Midwest,Michael Collins,2023-12-20
6431,2024-07-08,1,0.0,14.86,Running Shoes,Apparel,6.92,14.86,Store #004,West,Jessica Barron,2024-09-05
6432,2023-06-12,2,0.0,198.24,Face Moisturizer,Beauty,66.65,99.12,Store #019,Northeast,Kenneth Parker,2025-03-12
6433,2024-07-28,1,0.0,176.75,Hoodie,Apparel,103.64,176.75,Store #008,Midwest,Christopher Whitehead,2025-08-17
6434,2023-12-21,1,0.0,115.98,Shampoo,Beauty,87.32,115.98,Store #019,Northeast,Amanda Montgomery,2025-09-20
6435,2023-04-17,2,0.0,265.9,Lipstick Set,Beauty,62.3,132.95,Store #001,Southwest,David Oliver,2024-09-28
6436,2023-08-12,2,0.15,105.76,Vacuum Cleaner,Home & Kitchen,31.42,62.21,Store #005,West,Jeremy Patterson,2025-02-19
6437,2024-11-29,1,0.15,166.06,Bike Helmet,Sports,90.08,195.36,Store #014,Southeast,Rebecca Alexander,2023-10-20
6438,2024-11-28,1,0.0,84.52,Laptop Stand,Electronics,62.98,84.52,Store #009,Midwest,Brianna Williams,2024-06-07
6439,2023-07-12,1,0.0,84.52,Laptop Stand,Electronics,62.98,84.52,Store #016,Southeast,Lisa Montgomery,2025-06-20
6440,2023-09-01,1,0.0,84.52,Laptop Stand,Electronics,62.98,84.52,Store #002,West,Ashley White,2024-02-28
6441,2023-08-05,1,0.15,162.83,Cookware Set,Home & Kitchen,93.45,191.56,Store #020,Southwest,Keith Johnson,2023-11-13
6442,2024-02-02,2,0.0,441.34,USB-C Hub,Electronics,146.19,220.67,Store #007,Midwest,Emily Carpenter,2026-01-07
6443,2024-06-24,1,0.0,84.52,Laptop Stand,Electronics,62.98,84.52,Store #010,West,Kimberly Morris,2024-08-30
6444,2023-05-20,2,0.0,285.5,Winter Jacket,Apparel,86.68,142.75,Store #013,West,Michael Tanner,2026-05-10
6445,2024-08-27,1,0.0,122.39,Wireless Earbuds,Electronics,93.69,122.39,Store #014,Southeast,Vanessa Bell,2023-08-13
6446,2024-08-15,2,0.1,318.15,Hoodie,Apparel,103.64,176.75,Store #010,West,Adam Hoover,2025-07-28
6447,2023-09-13,4,0.0,248.84,Vacuum Cleaner,Home & Kitchen,31.42,62.21,Store #020,Southwest,Jennifer Brooks,2025-06-05
6448,2023-05-08,1,0.0,14.86,Running Shoes,Apparel,6.92,14.86,Store #014,Southeast,Tammy Munoz,2024-07-23
6449,2024-10-25,1,0.0,191.56,Cookware Set,Home & Kitchen,93.45,191.56,Store #020,Southwest,Karen Anderson,2025-05-17
6450,2023-01-02,1,0.0,132.1,Cotton T-Shirt,Apparel,60.46,132.1,Store #004,West,Michael Collins,2023-12-20
6451,2024-08-27,1,0.0,33.68,Smartwatch,Electronics,18.14,33.68,Store #007,Midwest,Dennis Keller,2023-12-04
6452,2023-09-17,1,0.0,62.21,Vacuum Cleaner,Home & Kitchen,31.42,62.21,Store #005,West,Brianna Williams,2024-06-07
6453,2023-07-08,1,0.2,173.38,Perfume,Beauty,127.13,216.73,Store #019,Northeast,Alejandro Robbins,2024-10-20
6454,2024-11-23,1,0.0,191.56,Cookware Set,Home & Kitchen,93.45,191.56,Store #002,West,Timothy Bell,2025-03-10
6455,2023-09-13,2,0.0,22.08,Blender,Home & Kitchen,7.32,11.04,Store #002,West,Judy Smith,2024-10-26
6456,2023-03-15,2,0.0,29.56,Bluetooth Speaker,Electronics,8.34,14.78,Store #013,West,Frank Proctor,2025-10-29
6457,2023-08-12,1,0.15,184.22,Perfume,Beauty,127.13,216.73,Store #009,Midwest,Amanda Duarte,2025-05-17
6458,2023-04-26,1,0.0,62.21,Vacuum Cleaner,Home & Kitchen,31.42,62.21,Store #019,Northeast,James Kelly,2026-05-09
6459,2024-10-29,2,0.0,310.28,Yoga Mat,Sports,87.71,155.14,Store #007,Midwest,Crystal Oliver,2024-09-17
6460,2023-04-24,1,0.0,150.73,Denim Jeans,Apparel,72.68,150.73,Store #001,Southwest,Donald Pratt,2025-03-13
6461,2023-04-20,1,0.0,33.68,Smartwatch,Electronics,18.14,33.68,Store #011,Southwest,Rhonda Williams,2025-07-03
6462,2024-04-02,1,0.1,128.48,Winter Jacket,Apparel,86.68,142.75,Store #005,West,Brandy Lee,2023-10-03
6463,2024-10-25,1,0.0,14.78,Bluetooth Speaker,Electronics,8.34,14.78,Store #004,West,Tristan Moore,2025-09-15
6464,2024-01-13,1,0.0,99.12,Face Moisturizer,Beauty,66.65,99.12,Store #011,Southwest,Michelle Acevedo,2026-01-14
6465,2024-01-23,1,0.0,132.1,Cotton T-Shirt,Apparel,60.46,132.1,Store #017,Southwest,Kelly Phillips,2026-06-18
6466,2023-10-09,3,0.0,347.94,Shampoo,Beauty,87.32,115.98,Store #015,Southwest,Jason Holland,2025-03-21
6467,2023-07-26,1,0.0,33.68,Smartwatch,Electronics,18.14,33.68,Store #005,West,Rhonda Williams,2025-07-03
6468,2024-02-03,1,0.0,176.75,Hoodie,Apparel,103.64,176.75,Store #012,Midwest,John West PhD,2023-11-21
6469,2024-11-12,1,0.0,33.68,Smartwatch,Electronics,18.14,33.68,Store #008,Midwest,Donald Wallace,2026-04-19
6470,2024-05-15,1,0.0,11.04,Blender,Home & Kitchen,7.32,11.04,Store #009,Midwest,Mathew Gross,2023-10-10
6471,2023-02-20,1,0.0,14.86,Running Shoes,Apparel,6.92,14.86,Store #009,Midwest,James Kelly,2026-05-09
6472,2024-03-19,1,0.0,49.79,Coffee Maker,Home & Kitchen,30.14,49.79,Store #015,Southwest,Nicholas Browning,2025-12-30
6473,2023-03-04,1,0.1,68.85,Air Fryer,Home & Kitchen,39.95,76.5,Store #002,West,Elizabeth Moore,2025-07-04
6474,2024-04-14,2,0.0,404.86,Water Bottle,Sports,113.36,202.43,Store #017,Southwest,Thomas Robinson,2025-07-18
6475,2023-07-28,2,0.0,264.2,Cotton T-Shirt,Apparel,60.46,132.1,Store #014,Southeast,James Anderson,2025-02-27
6476,2023-10-22,1,0.1,76.07,Laptop Stand,Electronics,62.98,84.52,Store #005,West,Brittany Rivera,2023-10-18
6477,2023-10-14,1,0.0,115.98,Shampoo,Beauty,87.32,115.98,Store #006,Southeast,Roberto Wheeler,2025-03-12
6478,2023-01-15,1,0.0,132.1,Cotton T-Shirt,Apparel,60.46,132.1,Store #016,Southeast,Tiffany Reed,2026-01-27
6479,2024-06-26,1,0.0,14.78,Bluetooth Speaker,Electronics,8.34,14.78,Store #003,Midwest,Dustin Beard,2025-02-08
6480,2024-04-10,1,0.0,297.41,Dumbbell Set,Sports,144.37,297.41,Store #012,Midwest,Daniel Rivas,2025-07-21
6481,2024-10-21,1,0.0,155.14,Yoga Mat,Sports,87.71,155.14,Store #008,Midwest,Elizabeth Edwards,2024-03-03
6482,2023-07-25,1,0.15,187.57,USB-C Hub,Electronics,146.19,220.67,Store #009,Midwest,Barbara Alvarado,2026-06-28
6483,2024-05-03,1,0.0,132.95,Lipstick Set,Beauty,62.3,132.95,Store #013,West,James Martin,2024-06-10
6484,2023-06-14,1,0.0,14.86,Running Shoes,Apparel,6.92,14.86,Store #016,Southeast,Patricia Hughes,2024-12-30
6485,2024-03-24,2,0.0,169.04,Laptop Stand,Electronics,62.98,84.52,Store #005,West,Joanna Sanchez,2025-07-09
6486,2023-08-29,1,0.0,132.95,Lipstick Set,Beauty,62.3,132.95,Store #016,Southeast,Justin Christensen,2024-07-25
6487,2023-08-13,2,0.0,29.56,Bluetooth Speaker,Electronics,8.34,14.78,Store #018,West,Kenneth Perez,2023-12-19
6488,2024-10-19,1,0.0,150.73,Denim Jeans,Apparel,72.68,150.73,Store #005,West,James Anderson,2025-02-27
6489,2023-10-02,1,0.0,144.03,Resistance Bands,Sports,93.02,144.03,Store #012,Midwest,Christopher Patel,2025-10-25
6490,2023-09-18,1,0.0,99.12,Face Moisturizer,Beauty,66.65,99.12,Store #004,West,Tony Watson,2025-08-01
6491,2024-11-05,1,0.0,49.79,Coffee Maker,Home & Kitchen,30.14,49.79,Store #010,West,Dennis Keller,2023-12-04
6492,2024-02-18,1,0.0,132.95,Lipstick Set,Beauty,62.3,132.95,Store #001,Southwest,Henry Rivera,2025-04-02
6493,2024-08-03,1,0.0,11.04,Blender,Home & Kitchen,7.32,11.04,Store #004,West,Kathy Mitchell,2024-10-21
6494,2023-10-17,1,0.15,12.63,Running Shoes,Apparel,6.92,14.86,Store #009,Midwest,Christopher Davidson,2023-09-10
6495,2023-09-08,1,0.0,176.75,Hoodie,Apparel,103.64,176.75,Store #018,West,Jennifer Brooks,2025-06-05
6496,2024-09-20,1,0.0,49.79,Coffee Maker,Home & Kitchen,30.14,49.79,Store #019,Northeast,Kyle Bailey,2024-10-16
6497,2024-06-26,1,0.0,33.68,Smartwatch,Electronics,18.14,33.68,Store #006,Southeast,Anita Reed,2024-11-21
6498,2024-05-23,2,0.0,264.2,Cotton T-Shirt,Apparel,60.46,132.1,Store #017,Southwest,James Kelly,2026-05-09
6499,2023-06-02,1,0.0,132.1,Cotton T-Shirt,Apparel,60.46,132.1,Store #001,Southwest,James Sutton,2023-12-28
6500,2024-12-07,2,0.0,169.04,Laptop Stand,Electronics,62.98,84.52,Store #014,Southeast,Donald Larsen,2025-04-13
6501,2023-12-07,2,0.0,594.82,Dumbbell Set,Sports,144.37,297.41,Store #006,Southeast,Dawn Manning,2025-08-07
6502,2023-11-10,1,0.0,33.68,Smartwatch,Electronics,18.14,33.68,Store #014,Southeast,Glen Braun,2024-04-25
6503,2024-12-13,2,0.0,594.82,Dumbbell Set,Sports,144.37,297.41,Store #019,Northeast,Cole Johnson,2025-12-16
6504,2024-10-05,1,0.0,99.12,Face Moisturizer,Beauty,66.65,99.12,Store #013,West,Jennifer Lee,2026-05-21
6505,2024-09-08,2,0.0,285.5,Winter Jacket,Apparel,86.68,142.75,Store #019,Northeast,Kristen Delacruz,2024-01-31
6506,2024-01-01,1,0.0,14.78,Bluetooth Speaker,Electronics,8.34,14.78,Store #004,West,Mark Merritt,2024-05-22
6507,2024-04-28,2,0.2,346.77,Perfume,Beauty,127.13,216.73,Store #020,Southwest,Maria Humphrey,2024-07-10
6508,2023-09-08,1,0.0,14.78,Bluetooth Speaker,Electronics,8.34,14.78,Store #011,Southwest,Anthony Wood,2023-08-26
6509,2023-12-25,1,0.0,216.73,Perfume,Beauty,127.13,216.73,Store #008,Midwest,Harry Hernandez,2025-06-01
6510,2023-12-08,2,0.0,310.28,Yoga Mat,Sports,87.71,155.14,Store #014,Southeast,Elizabeth Mccarthy,2024-03-14
6511,2024-07-29,1,0.0,216.73,Perfume,Beauty,127.13,216.73,Store #001,Southwest,Lorraine Gordon,2024-06-04
6512,2023-03-20,1,0.0,49.79,Coffee Maker,Home & Kitchen,30.14,49.79,Store #004,West,Joshua Ramirez,2024-05-15
6513,2023-05-21,1,0.0,49.79,Coffee Maker,Home & Kitchen,30.14,49.79,Store #008,Midwest,Michelle Acevedo,2026-01-14
6514,2023-02-14,1,0.0,122.39,Wireless Earbuds,Electronics,93.69,122.39,Store #007,Midwest,Mary Harvey,2025-05-27
6515,2024-02-27,1,0.0,150.73,Denim Jeans,Apparel,72.68,150.73,Store #018,West,Patty White MD,2026-03-08
6516,2023-03-16,1,0.15,71.84,Laptop Stand,Electronics,62.98,84.52,Store #004,West,Kelly Phillips,2026-06-18
6517,2024-07-15,2,0.0,301.46,Denim Jeans,Apparel,72.68,150.73,Store #015,Southwest,Crystal Oliver,2024-09-17
6518,2023-05-19,1,0.0,33.68,Smartwatch,Electronics,18.14,33.68,Store #008,Midwest,Adam Jacobson,2026-04-01
6519,2023-08-08,4,0.0,528.4,Cotton T-Shirt,Apparel,60.46,132.1,Store #007,Midwest,Michael Frey,2024-02-06
6520,2023-04-10,1,0.0,99.12,Face Moisturizer,Beauty,66.65,99.12,Store #002,West,Richard Galloway,2025-07-18
6521,2023-01-12,1,0.0,76.5,Air Fryer,Home & Kitchen,39.95,76.5,Store #019,Northeast,Justin Lee,2025-12-19
6522,2023-05-04,2,0.2,17.66,Blender,Home & Kitchen,7.32,11.04,Store #009,Midwest,Tommy Olsen,2025-06-09
6523,2024-08-25,1,0.15,131.87,Yoga Mat,Sports,87.71,155.14,Store #015,Southwest,Amy Bailey,2023-11-07
6524,2023-08-03,3,0.0,297.36,Face Moisturizer,Beauty,66.65,99.12,Store #003,Midwest,Whitney Castillo,2024-02-28
6525,2023-08-31,1,0.0,132.95,Lipstick Set,Beauty,62.3,132.95,Store #020,Southwest,Christopher Liu,2025-05-23
6526,2023-04-06,1,0.15,12.63,Running Shoes,Apparel,6.92,14.86,Store #009,Midwest,Bryan Thompson,2025-06-29
6527,2024-09-04,1,0.0,202.43,Water Bottle,Sports,113.36,202.43,Store #018,West,Dennis Keller,2023-12-04
6528,2024-10-06,2,0.0,594.82,Dumbbell Set,Sports,144.37,297.41,Store #008,Midwest,Timothy Brown,2024-06-20
6529,2024-05-02,1,0.0,14.78,Bluetooth Speaker,Electronics,8.34,14.78,Store #009,Midwest,Timothy Welch,2024-02-19
6530,2023-06-21,1,0.0,11.04,Blender,Home & Kitchen,7.32,11.04,Store #001,Southwest,Ruben Henderson,2025-01-10
6531,2024-05-16,1,0.0,191.56,Cookware Set,Home & Kitchen,93.45,191.56,Store #007,Midwest,Patrick Cook,2025-12-05
6532,2024-02-26,2,0.0,198.24,Face Moisturizer,Beauty,66.65,99.12,Store #011,Southwest,Nicholas Stark,2025-06-04
6533,2023-04-01,3,0.0,465.42,Yoga Mat,Sports,87.71,155.14,Store #017,Southwest,Katelyn Davis,2025-01-28
6534,2023-08-23,2,0.0,390.72,Bike Helmet,Sports,90.08,195.36,Store #019,Northeast,Andrea Delgado,2026-01-25
6535,2023-01-01,1,0.0,220.67,USB-C Hub,Electronics,146.19,220.67,Store #014,Southeast,Sheila Anderson,2024-05-20
6536,2023-12-24,3,0.0,44.58,Running Shoes,Apparel,6.92,14.86,Store #015,Southwest,Stephanie Brown,2024-02-02
6537,2024-12-24,3,0.0,465.42,Yoga Mat,Sports,87.71,155.14,Store #004,West,Anita Reed,2024-11-21
6538,2024-08-08,1,0.0,150.73,Denim Jeans,Apparel,72.68,150.73,Store #001,Southwest,Keith Johnson,2023-11-13
6539,2023-10-09,2,0.0,353.5,Hoodie,Apparel,103.64,176.75,Store #007,Midwest,Carl Mcdonald,2024-05-03
6540,2023-06-10,1,0.0,132.1,Cotton T-Shirt,Apparel,60.46,132.1,Store #008,Midwest,Adam Jacobson,2026-04-01
6541,2023-02-16,1,0.0,191.56,Cookware Set,Home & Kitchen,93.45,191.56,Store #006,Southeast,Maria Humphrey,2024-07-10
6542,2023-08-03,1,0.0,62.21,Vacuum Cleaner,Home & Kitchen,31.42,62.21,Store #007,Midwest,Amy Hamilton,2025-07-21
6543,2023-10-30,1,0.0,195.36,Bike Helmet,Sports,90.08,195.36,Store #015,Southwest,Michael Swanson,2024-02-19
6544,2024-11-08,3,0.0,398.85,Lipstick Set,Beauty,62.3,132.95,Store #020,Southwest,Frank Proctor,2025-10-29
6545,2023-02-02,1,0.0,49.79,Coffee Maker,Home & Kitchen,30.14,49.79,Store #004,West,Andrea Forbes,2024-05-25
6546,2023-07-29,1,0.0,33.68,Smartwatch,Electronics,18.14,33.68,Store #012,Midwest,Anita Reed,2024-11-21
6547,2023-11-03,1,0.0,76.5,Air Fryer,Home & Kitchen,39.95,76.5,Store #014,Southeast,Daniel English,2024-02-18
6548,2024-12-06,1,0.0,84.52,Laptop Stand,Electronics,62.98,84.52,Store #016,Southeast,Jessica Frey,2026-02-13
6549,2023-01-08,2,0.0,153.0,Air Fryer,Home & Kitchen,39.95,76.5,Store #006,Southeast,Amy Williams,2023-09-26
6550,2023-02-05,1,0.15,162.83,Cookware Set,Home & Kitchen,93.45,191.56,Store #018,West,Elizabeth Clark,2024-04-06
6551,2024-12-01,1,0.0,132.1,Cotton T-Shirt,Apparel,60.46,132.1,Store #014,Southeast,Dawn Manning,2025-08-07
6552,2023-03-28,1,0.1,104.38,Shampoo,Beauty,87.32,115.98,Store #006,Southeast,Ashley Saunders,2025-12-22
6553,2023-03-16,2,0.0,29.56,Bluetooth Speaker,Electronics,8.34,14.78,Store #005,West,Trevor Morgan,2024-07-30
6554,2023-04-22,1,0.0,122.39,Wireless Earbuds,Electronics,93.69,122.39,Store #014,Southeast,Catherine Perkins,2025-01-08
6555,2024-12-17,1,0.0,84.52,Laptop Stand,Electronics,62.98,84.52,Store #009,Midwest,Jennifer Orr,2026-01-21
6556,2024-06-16,2,0.0,231.96,Shampoo,Beauty,87.32,115.98,Store #018,West,Jason Mann,2025-06-05
6557,2024-11-24,1,0.0,142.75,Winter Jacket,Apparel,86.68,142.75,Store #019,Northeast,Bradley Baldwin,2026-03-14
6558,2024-08-22,1,0.0,195.36,Bike Helmet,Sports,90.08,195.36,Store #011,Southwest,John Ward,2026-04-25
6559,2024-04-08,1,0.0,191.56,Cookware Set,Home & Kitchen,93.45,191.56,Store #006,Southeast,Olivia Kramer,2024-07-26
6560,2024-08-31,1,0.0,115.98,Shampoo,Beauty,87.32,115.98,Store #018,West,Tara Dominguez,2026-03-02
6561,2024-08-03,2,0.0,310.28,Yoga Mat,Sports,87.71,155.14,Store #007,Midwest,Christine Jackson,2025-06-15
6562,2024-04-04,2,0.0,29.72,Running Shoes,Apparel,6.92,14.86,Store #014,Southeast,Carl Mcdonald,2024-05-03
6563,2024-09-17,1,0.0,115.98,Shampoo,Beauty,87.32,115.98,Store #015,Southwest,Andrea Delgado,2026-01-25
6564,2023-11-07,1,0.1,182.19,Water Bottle,Sports,113.36,202.43,Store #001,Southwest,Maria Humphrey,2024-07-10
6565,2024-02-20,2,0.0,231.96,Shampoo,Beauty,87.32,115.98,Store #010,West,Shawn Anderson,2025-05-21
6566,2024-07-02,1,0.0,132.1,Cotton T-Shirt,Apparel,60.46,132.1,Store #015,Southwest,Ruben Henderson,2025-01-10
6567,2023-04-04,1,0.0,14.78,Bluetooth Speaker,Electronics,8.34,14.78,Store #019,Northeast,Tiffany Brewer,2023-10-26
6568,2024-12-02,1,0.0,191.56,Cookware Set,Home & Kitchen,93.45,191.56,Store #008,Midwest,Adam Jacobson,2026-04-01
6569,2024-12-18,2,0.0,353.5,Hoodie,Apparel,103.64,176.75,Store #004,West,Kevin Jacobson,2024-03-16
6570,2024-05-05,1,0.0,14.78,Bluetooth Speaker,Electronics,8.34,14.78,Store #013,West,Brandon Stewart,2025-04-05
6571,2024-10-27,3,0.15,336.85,Cotton T-Shirt,Apparel,60.46,132.1,Store #019,Northeast,Paul Fisher II,2026-03-04
6572,2023-05-19,1,0.0,176.04,Hair Dryer,Beauty,110.45,176.04,Store #002,West,Daniel Church,2024-07-28
6573,2023-07-04,1,0.1,182.19,Water Bottle,Sports,113.36,202.43,Store #018,West,Cameron Campbell,2024-02-29
6574,2023-08-26,2,0.2,353.07,USB-C Hub,Electronics,146.19,220.67,Store #005,West,Kathy Mitchell,2024-10-21
6575,2023-02-21,1,0.0,176.75,Hoodie,Apparel,103.64,176.75,Store #017,Southwest,Matthew Cunningham,2025-06-25
6576,2024-09-13,1,0.1,139.63,Yoga Mat,Sports,87.71,155.14,Store #018,West,Jason Mann,2025-06-05
6577,2023-03-17,1,0.0,144.03,Resistance Bands,Sports,93.02,144.03,Store #008,Midwest,Regina Moore,2024-12-03
6578,2024-07-19,2,0.0,29.56,Bluetooth Speaker,Electronics,8.34,14.78,Store #003,Midwest,Dylan Brown,2025-08-04
6579,2024-06-21,1,0.0,11.04,Blender,Home & Kitchen,7.32,11.04,Store #018,West,Ryan Barker,2024-09-16
6580,2023-09-23,1,0.0,84.52,Laptop Stand,Electronics,62.98,84.52,Store #009,Midwest,John Thomas,2025-11-21
6581,2024-07-16,1,0.0,176.75,Hoodie,Apparel,103.64,176.75,Store #005,West,Kathy Wright,2024-04-19
6582,2023-07-02,4,0.0,134.72,Smartwatch,Electronics,18.14,33.68,Store #002,West,Roberto Wheeler,2025-03-12
6583,2024-05-17,1,0.0,99.12,Face Moisturizer,Beauty,66.65,99.12,Store #007,Midwest,Jacqueline Clark,2026-03-23
6584,2023-08-14,1,0.0,155.14,Yoga Mat,Sports,87.71,155.14,Store #003,Midwest,Daniel Church,2024-07-28
6585,2023-06-01,1,0.0,76.5,Air Fryer,Home & Kitchen,39.95,76.5,Store #020,Southwest,Jim Byrd,2025-01-21
6586,2023-03-15,1,0.0,49.79,Coffee Maker,Home & Kitchen,30.14,49.79,Store #014,Southeast,Matthew Evans,2025-11-09
6587,2024-10-11,1,0.0,155.14,Yoga Mat,Sports,87.71,155.14,Store #018,West,Christopher Whitehead,2025-08-17
6588,2023-11-26,1,0.1,30.31,Smartwatch,Electronics,18.14,33.68,Store #009,Midwest,Joe Vazquez,2024-08-27
